run_id,episode,avg_reward,avg_queue,epsilon,lr,gamma,loss
run_1778466643,367,-0.074458,5.9567,0.0500,0.001,0.99,0.007511
run_1778466643,368,-0.073875,5.9100,0.0500,0.001,0.99,0.008096
run_1778466643,369,-0.080833,6.4667,0.0500,0.001,0.99,0.008288
run_1778466643,370,-0.070750,5.6600,0.0500,0.001,0.99,0.008285
run_1778466643,371,-0.079542,6.3633,0.0500,0.001,0.99,0.008163
run_1778466643,372,-0.072667,5.8133,0.0500,0.001,0.99,0.009205
run_1778466643,373,-0.072750,5.8200,0.0500,0.001,0.99,0.008385
run_1778466643,374,-0.078167,6.2533,0.0500,0.001,0.99,0.008884
run_1778466643,375,-0.075500,6.0400,0.0500,0.001,0.99,0.007912
run_1778466643,376,-0.079583,6.3667,0.0500,0.001,0.99,0.008111
run_1778466643,377,-0.070167,5.6133,0.0500,0.001,0.99,0.009351
run_1778466643,378,-0.072583,5.8067,0.0500,0.001,0.99,0.008550
run_1778466643,379,-0.085125,6.8100,0.0500,0.001,0.99,0.008593
run_1778466643,380,-0.080167,6.4133,0.0500,0.001,0.99,0.008330
run_1778466643,381,-0.071833,5.7467,0.0500,0.001,0.99,0.008786
run_1778466643,382,-0.067958,5.4367,0.0500,0.001,0.99,0.009325
run_1778466643,383,-0.072250,5.7800,0.0500,0.001,0.99,0.009210
run_1778466643,384,-0.069667,5.5733,0.0500,0.001,0.99,0.007613
run_1778466643,385,-0.065000,5.2000,0.0500,0.001,0.99,0.008437
run_1778466643,386,-0.070250,5.6200,0.0500,0.001,0.99,0.009082
run_1778466643,387,-0.072750,5.8200,0.0500,0.001,0.99,0.008367
run_1778466643,388,-0.071333,5.7067,0.0500,0.001,0.99,0.008959
run_1778466643,389,-0.078958,6.3167,0.0500,0.001,0.99,0.009183
run_1778466643,390,-0.072125,5.7700,0.0500,0.001,0.99,0.009068
run_1778466643,391,-0.075833,6.0667,0.0500,0.001,0.99,0.009458
run_1778466643,392,-0.066750,5.3400,0.0500,0.001,0.99,0.009926
run_1778466643,393,-0.078958,6.3167,0.0500,0.001,0.99,0.009724
run_1778466643,394,-0.075708,6.0567,0.0500,0.001,0.99,0.009209
run_1778466643,395,-0.072375,5.7900,0.0500,0.001,0.99,0.010016
run_1778466643,396,-0.073625,5.8900,0.0500,0.001,0.99,0.008919
run_1778466643,397,-0.073375,5.8700,0.0500,0.001,0.99,0.009604
run_1778466643,398,-0.074292,5.9433,0.0500,0.001,0.99,0.009433
run_1778466643,399,-0.077083,6.1667,0.0500,0.001,0.99,0.008697
run_1778466643,400,-0.071833,5.7467,0.0500,0.001,0.99,0.009584
run_1778466643,401,-0.070375,5.6300,0.0500,0.001,0.99,0.009098
run_1778466643,402,-0.075625,6.0500,0.0500,0.001,0.99,0.010411
run_1778466643,403,-0.076083,6.0867,0.0500,0.001,0.99,0.010051
run_1778466643,404,-0.077292,6.1833,0.0500,0.001,0.99,0.010377
run_1778466643,405,-0.076375,6.1100,0.0500,0.001,0.99,0.010899
run_1778466643,406,-0.069500,5.5600,0.0500,0.001,0.99,0.010098
run_1778466643,407,-0.075792,6.0633,0.0500,0.001,0.99,0.010927
run_1778466643,408,-0.083167,6.6533,0.0500,0.001,0.99,0.009632
run_1778466643,409,-0.068667,5.4933,0.0500,0.001,0.99,0.009527
run_1778466643,410,-0.073583,5.8867,0.0500,0.001,0.99,0.011117
run_1778466643,411,-0.060000,4.8000,0.0500,0.001,0.99,0.010459
run_1778466643,412,-0.071000,5.6800,0.0500,0.001,0.99,0.009541
run_1778466643,413,-0.076958,6.1567,0.0500,0.001,0.99,0.011148
run_1778466643,414,-0.081875,6.5500,0.0500,0.001,0.99,0.009770
run_1778466643,415,-0.077167,6.1733,0.0500,0.001,0.99,0.010739
run_1778466643,416,-0.072833,5.8267,0.0500,0.001,0.99,0.009318
run_1778466643,417,-0.069708,5.5767,0.0500,0.001,0.99,0.010202
run_1778466643,418,-0.072417,5.7933,0.0500,0.001,0.99,0.009997
run_1778466643,419,-0.071042,5.6833,0.0500,0.001,0.99,0.009301
run_1778466643,420,-0.065167,5.2133,0.0500,0.001,0.99,0.010893
run_1778466643,421,-0.069583,5.5667,0.0500,0.001,0.99,0.010499
run_1778466643,422,-0.065583,5.2467,0.0500,0.001,0.99,0.010636
run_1778466643,423,-0.073042,5.8433,0.0500,0.001,0.99,0.010868
run_1778466643,424,-0.070208,5.6167,0.0500,0.001,0.99,0.010145
run_1778466643,425,-0.082958,6.6367,0.0500,0.001,0.99,0.011014
run_1778466643,426,-0.071125,5.6900,0.0500,0.001,0.99,0.009465
run_1778466643,427,-0.073500,5.8800,0.0500,0.001,0.99,0.011820
run_1778466643,428,-0.067958,5.4367,0.0500,0.001,0.99,0.009765
run_1778466643,429,-0.068750,5.5000,0.0500,0.001,0.99,0.011096
run_1778466643,430,-0.071667,5.7333,0.0500,0.001,0.99,0.010942
run_1778466643,431,-0.063792,5.1033,0.0500,0.001,0.99,0.010604
run_1778466643,432,-0.072958,5.8367,0.0500,0.001,0.99,0.009751
run_1778466643,433,-0.067667,5.4133,0.0500,0.001,0.99,0.010120
run_1778466643,434,-0.078792,6.3033,0.0500,0.001,0.99,0.011444
run_1778466643,435,-0.067333,5.3867,0.0500,0.001,0.99,0.010555
run_1778466643,436,-0.069458,5.5567,0.0500,0.001,0.99,0.009543
run_1778466643,437,-0.067625,5.4100,0.0500,0.001,0.99,0.009664
run_1778466643,438,-0.078875,6.3100,0.0500,0.001,0.99,0.010839
run_1778466643,439,-0.067875,5.4300,0.0500,0.001,0.99,0.010677
run_1778466643,440,-0.066375,5.3100,0.0500,0.001,0.99,0.010519
run_1778466643,441,-0.080958,6.4767,0.0500,0.001,0.99,0.011110
run_1778466643,442,-0.071250,5.7000,0.0500,0.001,0.99,0.010553
run_1778466643,443,-0.065708,5.2567,0.0500,0.001,0.99,0.010512
run_1778466643,444,-0.071375,5.7100,0.0500,0.001,0.99,0.011422
run_1778466643,445,-0.073542,5.8833,0.0500,0.001,0.99,0.010460
run_1778466643,446,-0.066375,5.3100,0.0500,0.001,0.99,0.010832
run_1778466643,447,-0.072333,5.7867,0.0500,0.001,0.99,0.011668
run_1778466643,448,-0.071250,5.7000,0.0500,0.001,0.99,0.011514
run_1778466643,449,-0.084000,6.7200,0.0500,0.001,0.99,0.010851
run_1778466643,450,-0.070333,5.6267,0.0500,0.001,0.99,0.010533
run_1778466643,451,-0.086458,6.9167,0.0500,0.001,0.99,0.011109
run_1778466643,452,-0.070083,5.6067,0.0500,0.001,0.99,0.011303
run_1778466643,453,-0.071833,5.7467,0.0500,0.001,0.99,0.011658
run_1778466643,454,-0.073167,5.8533,0.0500,0.001,0.99,0.011460
run_1778466643,455,-0.066333,5.3067,0.0500,0.001,0.99,0.010599
run_1778466643,456,-0.077750,6.2200,0.0500,0.001,0.99,0.010947
run_1778466643,457,-0.074250,5.9400,0.0500,0.001,0.99,0.011699
run_1778466643,458,-0.072625,5.8100,0.0500,0.001,0.99,0.011353
run_1778466643,459,-0.067542,5.4033,0.0500,0.001,0.99,0.011593
run_1778466643,460,-0.065667,5.2533,0.0500,0.001,0.99,0.011313
run_1778466643,461,-0.071208,5.6967,0.0500,0.001,0.99,0.010843
run_1778466643,462,-0.079292,6.3433,0.0500,0.001,0.99,0.011180
run_1778466643,463,-0.079833,6.3867,0.0500,0.001,0.99,0.011064
run_1778466643,464,-0.081667,6.5333,0.0500,0.001,0.99,0.012786
run_1778466643,465,-0.068167,5.4533,0.0500,0.001,0.99,0.012352
run_1778466643,466,-0.068917,5.5133,0.0500,0.001,0.99,0.011556
run_1778466643,467,-0.071000,5.6800,0.0500,0.001,0.99,0.010724
run_1778466643,468,-0.074542,5.9633,0.0500,0.001,0.99,0.012102
run_1778466643,469,-0.071208,5.6967,0.0500,0.001,0.99,0.011152
run_1778466643,470,-0.067792,5.4233,0.0500,0.001,0.99,0.012085
run_1778466643,471,-0.074125,5.9300,0.0500,0.001,0.99,0.013177
run_1778466643,472,-0.078167,6.2533,0.0500,0.001,0.99,0.011268
run_1778466643,473,-0.069458,5.5567,0.0500,0.001,0.99,0.010876
run_1778466643,474,-0.071292,5.7033,0.0500,0.001,0.99,0.012926
run_1778466643,475,-0.071667,5.7333,0.0500,0.001,0.99,0.013117
run_1778466643,476,-0.071833,5.7467,0.0500,0.001,0.99,0.011909
run_1778466643,477,-0.081625,6.5300,0.0500,0.001,0.99,0.012725
run_1778466643,478,-0.067792,5.4233,0.0500,0.001,0.99,0.012008
run_1778466643,479,-0.066667,5.3333,0.0500,0.001,0.99,0.011258
run_1778466643,480,-0.064167,5.1333,0.0500,0.001,0.99,0.012580
run_1778466643,481,-0.063083,5.0467,0.0500,0.001,0.99,0.011322
run_1778466643,482,-0.075917,6.0733,0.0500,0.001,0.99,0.010871
run_1778466643,483,-0.062792,5.0233,0.0500,0.001,0.99,0.012427
run_1778466643,484,-0.077167,6.1733,0.0500,0.001,0.99,0.011477
run_1778466643,485,-0.080917,6.4733,0.0500,0.001,0.99,0.010430
run_1778466643,486,-0.073333,5.8667,0.0500,0.001,0.99,0.013470
run_1778466643,487,-0.072375,5.7900,0.0500,0.001,0.99,0.012332
run_1778466643,488,-0.073458,5.8767,0.0500,0.001,0.99,0.012064
run_1778466643,489,-0.074542,5.9633,0.0500,0.001,0.99,0.011623
run_1778466643,490,-0.081000,6.4800,0.0500,0.001,0.99,0.012774
run_1778466643,491,-0.086958,6.9567,0.0500,0.001,0.99,0.012112
run_1778466643,492,-0.071750,5.7400,0.0500,0.001,0.99,0.012440
run_1778466643,493,-0.075708,6.0567,0.0500,0.001,0.99,0.011257
run_1778466643,494,-0.067250,5.3800,0.0500,0.001,0.99,0.010817
run_1778466643,495,-0.072792,5.8233,0.0500,0.001,0.99,0.012587
run_1778466643,496,-0.075125,6.0100,0.0500,0.001,0.99,0.013316
run_1778466643,497,-0.071625,5.7300,0.0500,0.001,0.99,0.012171
run_1778466643,498,-0.074000,5.9200,0.0500,0.001,0.99,0.011996
run_1778466643,499,-0.075083,6.0067,0.0500,0.001,0.99,0.012753
run_1778466643,500,-0.069292,5.5433,0.0500,0.001,0.99,0.011024
